partition_id,book,genre,start_token,text,word_count
TheWonderfulWizardOfOz_partition_k,TheWonderfulWizardOfOz,fantasy,27651,"all the other Monkeys at once agreed to the condition, and that is how it happens that we are three times the slaves of the owner of the Golden Cap, whosoever he may be.” “And what became of them?” asked Dorothy, who had been greatly interested in the story. “Quelala being the first owner of the Golden Cap,” replied the Monkey, “he was the first to lay his wishes upon us. As his bride could not bear the sight of us, he called us all to him in the forest after he had married her and ordered us always to",100
TheWonderfulWizardOfOz_partition_l,TheWonderfulWizardOfOz,fantasy,2082,"who had been carried by a cyclone many miles from home; and she had never killed anything in all her life. But the little woman evidently expected her to answer; so Dorothy said, with hesitation, “You are very kind, but there must be some mistake. I have not killed anything.” “Your house did, anyway,” replied the little old woman, with a laugh, “and that is the same thing. See!” she continued, pointing to the corner of the house. “There are her two feet, still sticking out from under a block of wood.” Dorothy looked, and gave a little cry of",100
TheWonderfulWizardOfOz_partition_m,TheWonderfulWizardOfOz,fantasy,1952,"covered with wrinkles, her hair was nearly white, and she walked rather stiffly. When these people drew near the house where Dorothy was standing in the doorway, they paused and whispered among themselves, as if afraid to come farther. But the little old woman walked up to Dorothy, made a low bow and said, in a sweet voice: “You are welcome, most noble Sorceress, to the land of the Munchkins. We are so grateful to you for having killed the Wicked Witch of the East, and for setting our people free from bondage.” Dorothy listened to this speech with wonder.",100
TheWonderfulWizardOfOz_partition_n,TheWonderfulWizardOfOz,fantasy,6140,"what a mouth was for. I had the fun of watching them make my body and my arms and legs; and when they fastened on my head, at last, I felt very proud, for I thought I was just as good a man as anyone. “‘This fellow will scare the crows fast enough,’ said the farmer. ‘He looks just like a man.’ “‘Why, he is a man,’ said the other, and I quite agreed with him. The farmer carried me under his arm to the cornfield, and set me up on a tall stick, where you found me. He and",100
TheWonderfulWizardOfOz_partition_o,TheWonderfulWizardOfOz,fantasy,14328,"mouth was wide open, showing two rows of ugly teeth, while its red eyes glowed like balls of fire. As it came nearer the Tin Woodman saw that running before the beast was a little gray field mouse, and although he had no heart he knew it was wrong for the Wildcat to try to kill such a pretty, harmless creature. So the Woodman raised his axe, and as the Wildcat ran by he gave it a quick blow that cut the beast’s head clean off from its body, and it rolled over at his feet in two pieces. The",100
TheWonderfulWizardOfOz_partition_p,TheWonderfulWizardOfOz,fantasy,15247,"and the Queen made a curtsy, after which she became quite friendly with the little girl. The Scarecrow and the Woodman now began to fasten the mice to the truck, using the strings they had brought. One end of a string was tied around the neck of each mouse and the other end to the truck. Of course the truck was a thousand times bigger than any of the mice who were to draw it; but when all the mice had been harnessed, they were able to pull it quite easily. Even the Scarecrow and the Tin Woodman could sit",100
TheWonderfulWizardOfOz_partition_q,TheWonderfulWizardOfOz,fantasy,33118,"I am content in knowing I am as brave as any beast that ever lived, if not braver,” said the Lion modestly. “If Dorothy would only be contented to live in the Emerald City,” continued the Scarecrow, “we might all be happy together.” “But I don’t want to live here,” cried Dorothy. “I want to go to Kansas, and live with Aunt Em and Uncle Henry.” “Well, then, what can be done?” inquired the Woodman. The Scarecrow decided to think, and he thought so hard that the pins and needles began to stick out of his brains. Finally he said:",100
TheWonderfulWizardOfOz_partition_r,TheWonderfulWizardOfOz,fantasy,39453,"then she stopped so suddenly that she rolled over upon the grass several times before she knew where she was. At length, however, she sat up and looked about her. “Good gracious!” she cried. For she was sitting on the broad Kansas prairie, and just before her was the new farmhouse Uncle Henry built after the cyclone had carried away the old one. Uncle Henry was milking the cows in the barnyard, and Toto had jumped out of her arms and was running toward the barn, barking furiously. Dorothy stood up and found she was in her stocking-feet. For the",100
TheWonderfulWizardOfOz_partition_s,TheWonderfulWizardOfOz,fantasy,1739,"long on the dry, gray prairies. While she stood looking eagerly at the strange and beautiful sights, she noticed coming toward her a group of the queerest people she had ever seen. They were not as big as the grown folk she had always been used to; but neither were they very small. In fact, they seemed about as tall as Dorothy, who was a well-grown child for her age, although they were, so far as looks go, many years older. Three were men and one a woman, and all were oddly dressed. They wore round hats that rose to",100
TheWonderfulWizardOfOz_partition_t,TheWonderfulWizardOfOz,fantasy,36781,"of every variety. There were tigers and elephants and bears and wolves and foxes and all the others in the natural history, and for a moment Dorothy was afraid. But the Lion explained that the animals were holding a meeting, and he judged by their snarling and growling that they were in great trouble. As he spoke several of the beasts caught sight of him, and at once the great assemblage hushed as if by magic. The biggest of the tigers came up to the Lion and bowed, saying: “Welcome, O King of Beasts! You have come in good time",100
TheWonderfulWizardOfOz_partition_u,TheWonderfulWizardOfOz,fantasy,13031,"to cheer them, and had they not felt so sorry for the poor Scarecrow, they could have been very happy. They walked along as fast as they could, Dorothy only stopping once to pick a beautiful flower; and after a time the Tin Woodman cried out: “Look!” Then they all looked at the river and saw the Scarecrow perched upon his pole in the middle of the water, looking very lonely and sad. “What can we do to save him?” asked Dorothy. The Lion and the Woodman both shook their heads, for they did not know. So they sat down",100
TheWonderfulWizardOfOz_partition_v,TheWonderfulWizardOfOz,fantasy,35713,"“See what you have done! My cow has broken her leg, and I must take her to the mender’s shop and have it glued on again. What do you mean by coming here and frightening my cow?” “I’m very sorry,” returned Dorothy. “Please forgive us.” But the pretty milkmaid was much too vexed to make any answer. She picked up the leg sulkily and led her cow away, the poor animal limping on three legs. As she left them the milkmaid cast many reproachful glances over her shoulder at the clumsy strangers, holding her nicked elbow close to her side.",100
TheWonderfulWizardOfOz_partition_w,TheWonderfulWizardOfOz,fantasy,27493,"top of the water, and swam in to shore. But when Gayelette came running out to him she found his silks and velvet all ruined by the river. “The princess was angry, and she knew, of course, who did it. She had all the Winged Monkeys brought before her, and she said at first that their wings should be tied and they should be treated as they had treated Quelala, and dropped in the river. But my grandfather pleaded hard, for he knew the Monkeys would drown in the river with their wings tied, and Quelala said a kind word",100
TheWonderfulWizardOfOz_partition_x,TheWonderfulWizardOfOz,fantasy,14446,"Woodman it said, in a squeaky little voice: “Oh, thank you! Thank you ever so much for saving my life.” “Don’t speak of it, I beg of you,” replied the Woodman. “I have no heart, you know, so I am careful to help all those who may need a friend, even if it happens to be only a mouse.” “Only a mouse!” cried the little animal, indignantly. “Why, I am a Queen—the Queen of all the Field Mice!” “Oh, indeed,” said the Woodman, making a bow. “Therefore you have done a great deed, as well as a brave one, in",100
TheWonderfulWizardOfOz_partition_y,TheWonderfulWizardOfOz,fantasy,29439,"when oil was poured upon it the ball burned fiercely. “Really,” said the Scarecrow, “you ought to be ashamed of yourself for being such a humbug.” “I am—I certainly am,” answered the little man sorrowfully; “but it was the only thing I could do. Sit down, please, there are plenty of chairs; and I will tell you my story.” So they sat down and listened while he told the following tale. “I was born in Omaha—” “Why, that isn’t very far from Kansas!” cried Dorothy. “No, but it’s farther from here,” he said, shaking his head at her sadly. “When",100
TheWonderfulWizardOfOz_partition_z,TheWonderfulWizardOfOz,fantasy,38618,"shall need their service just those three times,” answered Glinda, smiling. Dorothy then gave her the Golden Cap, and the Witch said to the Scarecrow, “What will you do when Dorothy has left us?” “I will return to the Emerald City,” he replied, “for Oz has made me its ruler and the people like me. The only thing that worries me is how to cross the hill of the Hammer-Heads.” “By means of the Golden Cap I shall command the Winged Monkeys to carry you to the gates of the Emerald City,” said Glinda, “for it would be a shame",100
TheWonderfulWizardOfOz_partition_aa,TheWonderfulWizardOfOz,fantasy,18231,"the air, to fall back into a beautifully carved green marble basin. Beautiful green flowers stood in the windows, and there was a shelf with a row of little green books. When Dorothy had time to open these books she found them full of queer green pictures that made her laugh, they were so funny. In a wardrobe were many green dresses, made of silk and satin and velvet; and all of them fitted Dorothy exactly. “Make yourself perfectly at home,” said the green girl, “and if you wish for anything ring the bell. Oz will send for you tomorrow",100
TheWonderfulWizardOfOz_partition_ab,TheWonderfulWizardOfOz,fantasy,425,"were four walls, a floor and a roof, which made one room; and this room contained a rusty looking cookstove, a cupboard for the dishes, a table, three or four chairs, and the beds. Uncle Henry and Aunt Em had a big bed in one corner, and Dorothy a little bed in another corner. There was no garret at all, and no cellar—except a small hole dug in the ground, called a cyclone cellar, where the family could go in case one of those great whirlwinds arose, mighty enough to crush any building in its path. It was reached by",100
TheWonderfulWizardOfOz_partition_ac,TheWonderfulWizardOfOz,fantasy,10463,"do wrong; but I have no heart, and so I must be very careful. When Oz gives me a heart of course I needn’t mind so much.” Chapter VII The Journey to the Great Oz They were obliged to camp out that night under a large tree in the forest, for there were no houses near. The tree made a good, thick covering to protect them from the dew, and the Tin Woodman chopped a great pile of wood with his axe and Dorothy built a splendid fire that warmed her and made her feel less lonely. She and Toto",100
TheWonderfulWizardOfOz_partition_ad,TheWonderfulWizardOfOz,fantasy,27696,"interested in the story. “Quelala being the first owner of the Golden Cap,” replied the Monkey, “he was the first to lay his wishes upon us. As his bride could not bear the sight of us, he called us all to him in the forest after he had married her and ordered us always to keep where she could never again set eyes on a Winged Monkey, which we were glad to do, for we were all afraid of her. “This was all we ever had to do until the Golden Cap fell into the hands of the Wicked Witch",100
TheWonderfulWizardOfOz_partition_ae,TheWonderfulWizardOfOz,fantasy,22298,"bees cannot sting them.” This the Woodman did, and as Dorothy lay close beside the Lion and held Toto in her arms, the straw covered them entirely. The bees came and found no one but the Woodman to sting, so they flew at him and broke off all their stings against the tin, without hurting the Woodman at all. And as bees cannot live when their stings are broken that was the end of the black bees, and they lay scattered thick about the Woodman, like little heaps of fine coal. Then Dorothy and the Lion got up, and the",100
TheWonderfulWizardOfOz_partition_af,TheWonderfulWizardOfOz,fantasy,18210,"velvet counterpane. There was a tiny fountain in the middle of the room, that shot a spray of green perfume into the air, to fall back into a beautifully carved green marble basin. Beautiful green flowers stood in the windows, and there was a shelf with a row of little green books. When Dorothy had time to open these books she found them full of queer green pictures that made her laugh, they were so funny. In a wardrobe were many green dresses, made of silk and satin and velvet; and all of them fitted Dorothy exactly. “Make yourself perfectly",100
TheWonderfulWizardOfOz_partition_ag,TheWonderfulWizardOfOz,fantasy,10189,"friends. During the rest of that day there was no other adventure to mar the peace of their journey. Once, indeed, the Tin Woodman stepped upon a beetle that was crawling along the road, and killed the poor little thing. This made the Tin Woodman very unhappy, for he was always careful not to hurt any living creature; and as he walked along he wept several tears of sorrow and regret. These tears ran slowly down his face and over the hinges of his jaw, and there they rusted. When Dorothy presently asked him a question the Tin Woodman could",100
TheWonderfulWizardOfOz_partition_ah,TheWonderfulWizardOfOz,fantasy,14110,"in beautiful green fields before them. “We can do nothing for him,” said the Tin Woodman, sadly; “for he is much too heavy to lift. We must leave him here to sleep on forever, and perhaps he will dream that he has found courage at last.” “I’m sorry,” said the Scarecrow. “The Lion was a very good comrade for one so cowardly. But let us go on.” They carried the sleeping girl to a pretty spot beside the river, far enough from the poppy field to prevent her breathing any more of the poison of the flowers, and here they",100
TheWonderfulWizardOfOz_partition_ai,TheWonderfulWizardOfOz,fantasy,22059,"and he stood up and stretched out his arms. And when the crows saw him they were frightened, as these birds always are by scarecrows, and did not dare to come any nearer. But the King Crow said: “It is only a stuffed man. I will peck his eyes out.” The King Crow flew at the Scarecrow, who caught it by the head and twisted its neck until it died. And then another crow flew at him, and the Scarecrow twisted its neck also. There were forty crows, and forty times the Scarecrow twisted a neck, until at last all",100
TheWonderfulWizardOfOz_partition_aj,TheWonderfulWizardOfOz,fantasy,6698,"is at the other end of the road, we must go wherever it leads us.” “Anyone would know that,” said Dorothy. “Certainly; that is why I know it,” returned the Scarecrow. “If it required brains to figure it out, I never should have said it.” After an hour or so the light faded away, and they found themselves stumbling along in the darkness. Dorothy could not see at all, but Toto could, for some dogs see very well in the dark; and the Scarecrow declared he could see as well as by day. So she took hold of his arm",100
TheWonderfulWizardOfOz_partition_ak,TheWonderfulWizardOfOz,fantasy,6078,"remarked the Munchkin who was watching the farmer. “‘Blue paint is just the color for eyes.’ “‘I think I’ll make the other a little bigger,’” said the farmer. And when the second eye was done I could see much better than before. Then he made my nose and my mouth. But I did not speak, because at that time I didn’t know what a mouth was for. I had the fun of watching them make my body and my arms and legs; and when they fastened on my head, at last, I felt very proud, for I thought I was",100
TheWonderfulWizardOfOz_partition_al,TheWonderfulWizardOfOz,fantasy,24898,"to the castle, where Dorothy’s first act was to call all the Winkies together and tell them that they were no longer slaves. There was great rejoicing among the yellow Winkies, for they had been made to work hard during many years for the Wicked Witch, who had always treated them with great cruelty. They kept this day as a holiday, then and ever after, and spent the time in feasting and dancing. “If our friends, the Scarecrow and the Tin Woodman, were only with us,” said the Lion, “I should be quite happy.” “Don’t you suppose we could rescue",100
TheWonderfulWizardOfOz_partition_am,TheWonderfulWizardOfOz,fantasy,6338,"that I was quite an important person. By and by an old crow flew near me, and after looking at me carefully he perched upon my shoulder and said: “‘I wonder if that farmer thought to fool me in this clumsy manner. Any crow of sense could see that you are only stuffed with straw.’ Then he hopped down at my feet and ate all the corn he wanted. The other birds, seeing he was not harmed by me, came to eat the corn too, so in a short time there was a great flock of them about me. “I",100
TheWonderfulWizardOfOz_partition_an,TheWonderfulWizardOfOz,fantasy,23526,"them was, and that the little girl did not know of the wonderful power the Silver Shoes gave her. So the Wicked Witch laughed to herself, and thought, “I can still make her my slave, for she does not know how to use her power.” Then she said to Dorothy, harshly and severely: “Come with me; and see that you mind everything I tell you, for if you do not I will make an end of you, as I did of the Tin Woodman and the Scarecrow.” Dorothy followed her through many of the beautiful rooms in her castle until",100
TheWonderfulWizardOfOz_partition_ao,TheWonderfulWizardOfOz,fantasy,22541,"to the castle the Wicked Witch beat them well with a strap, and sent them back to their work, after which she sat down to think what she should do next. She could not understand how all her plans to destroy these strangers had failed; but she was a powerful Witch, as well as a wicked one, and she soon made up her mind how to act. There was, in her cupboard, a Golden Cap, with a circle of diamonds and rubies running round it. This Golden Cap had a charm. Whoever owned it could call three times upon the",100
TheWonderfulWizardOfOz_partition_ap,TheWonderfulWizardOfOz,fantasy,17335,"the City must wear spectacles night and day. They are all locked on, for Oz so ordered it when the City was first built, and I have the only key that will unlock them.” He opened the big box, and Dorothy saw that it was filled with spectacles of every size and shape. All of them had green glasses in them. The Guardian of the Gates found a pair that would just fit Dorothy and put them over her eyes. There were two golden bands fastened to them that passed around the back of her head, where they were locked",100
TheWonderfulWizardOfOz_partition_aq,TheWonderfulWizardOfOz,fantasy,2847,"East was proud of those silver shoes,” said one of the Munchkins, “and there is some charm connected with them; but what it is we never knew.” Dorothy carried the shoes into the house and placed them on the table. Then she came out again to the Munchkins and said: “I am anxious to get back to my aunt and uncle, for I am sure they will worry about me. Can you help me find my way?” The Munchkins and the Witch first looked at one another, and then at Dorothy, and then shook their heads. “At the East, not",100
TheWonderfulWizardOfOz_partition_ar,TheWonderfulWizardOfOz,fantasy,30108,"I heard your house had fallen on the Wicked Witch of the East. When you came to me, I was willing to promise anything if you would only do away with the other Witch; but, now that you have melted her, I am ashamed to say that I cannot keep my promises.” “I think you are a very bad man,” said Dorothy. “Oh, no, my dear; I’m really a very good man, but I’m a very bad Wizard, I must admit.” “Can’t you give me brains?” asked the Scarecrow. “You don’t need them. You are learning something every day. A",100
TheWonderfulWizardOfOz_partition_as,TheWonderfulWizardOfOz,fantasy,35142,"over the top of the wall the Scarecrow said, “Oh, my!” “Go on,” exclaimed Dorothy. So the Scarecrow climbed farther up and sat down on the top of the wall, and Dorothy put her head over and cried, “Oh, my!” just as the Scarecrow had done. Then Toto came up, and immediately began to bark, but Dorothy made him be still. The Lion climbed the ladder next, and the Tin Woodman came last; but both of them cried, “Oh, my!” as soon as they looked over the wall. When they were all sitting in a row on the top of",100
TheWonderfulWizardOfOz_partition_at,TheWonderfulWizardOfOz,fantasy,8180,"could earn enough money to build a better house for her; so I set to work harder than ever. But the girl lived with an old woman who did not want her to marry anyone, for she was so lazy she wished the girl to remain with her and do the cooking and the housework. So the old woman went to the Wicked Witch of the East, and promised her two sheep and a cow if she would prevent the marriage. Thereupon the Wicked Witch enchanted my axe, and when I was chopping away at my best one day, for",100
TheWonderfulWizardOfOz_partition_au,TheWonderfulWizardOfOz,fantasy,24807,"put it on her foot again. Then, being at last free to do as she chose, she ran out to the courtyard to tell the Lion that the Wicked Witch of the West had come to an end, and that they were no longer prisoners in a strange land. Chapter XIII The Rescue The Cowardly Lion was much pleased to hear that the Wicked Witch had been melted by a bucket of water, and Dorothy at once unlocked the gate of his prison and set him free. They went in together to the castle, where Dorothy’s first act was to",100
TheWonderfulWizardOfOz_partition_av,TheWonderfulWizardOfOz,fantasy,5164,"awfully sorry for you.” “Do you think,” he asked, “if I go to the Emerald City with you, that Oz would give me some brains?” “I cannot tell,” she returned, “but you may come with me, if you like. If Oz will not give you any brains you will be no worse off than you are now.” “That is true,” said the Scarecrow. “You see,” he continued confidentially, “I don’t mind my legs and arms and body being stuffed, because I cannot get hurt. If anyone treads on my toes or sticks a pin into me, it doesn’t matter, for",100
TheWonderfulWizardOfOz_partition_aw,TheWonderfulWizardOfOz,fantasy,36178,"sure I could love you dearly. Won’t you let me carry you back to Kansas, and stand you on Aunt Em’s mantel? I could carry you in my basket.” “That would make me very unhappy,” answered the china Princess. “You see, here in our country we live contentedly, and can talk and move around as we please. But whenever any of us are taken away our joints at once stiffen, and we can only stand straight and look pretty. Of course that is all that is expected of us when we are on mantels and cabinets and drawing-room tables, but",100
TheWonderfulWizardOfOz_partition_ax,TheWonderfulWizardOfOz,fantasy,19213,"they looked at Dorothy again. “Why should I do this for you?” asked Oz. “Because you are strong and I am weak; because you are a Great Wizard and I am only a little girl.” “But you were strong enough to kill the Wicked Witch of the East,” said Oz. “That just happened,” returned Dorothy simply; “I could not help it.” “Well,” said the Head, “I will give you my answer. You have no right to expect me to send you back to Kansas unless you do something for me in return. In this country everyone must pay for everything",100
TheWonderfulWizardOfOz_partition_ay,TheWonderfulWizardOfOz,fantasy,23700,"Lion like a horse; it would amuse her, she was sure, to make him draw her chariot whenever she wished to go to drive. But as she opened the gate the Lion gave a loud roar and bounded at her so fiercely that the Witch was afraid, and ran out and shut the gate again. “If I cannot harness you,” said the Witch to the Lion, speaking through the bars of the gate, “I can starve you. You shall have nothing to eat until you do as I wish.” So after that she took no food to the imprisoned Lion;",100
TheWonderfulWizardOfOz_partition_az,TheWonderfulWizardOfOz,fantasy,37837,"The Monkeys were as prompt as ever, and in a few moments the entire band stood before her. “What are your commands?” inquired the King of the Monkeys, bowing low. “Carry us over the hill to the country of the Quadlings,” answered the girl. “It shall be done,” said the King, and at once the Winged Monkeys caught the four travelers and Toto up in their arms and flew away with them. As they passed over the hill the Hammer-Heads yelled with vexation, and shot their heads high in the air, but they could not reach the Winged Monkeys, which",100
TheWonderfulWizardOfOz_partition_ba,TheWonderfulWizardOfOz,fantasy,12601,"certainly get to the Emerald City if we can,” the Scarecrow continued, and he pushed so hard on his long pole that it stuck fast in the mud at the bottom of the river. Then, before he could pull it out again—or let go—the raft was swept away, and the poor Scarecrow was left clinging to the pole in the middle of the river. “Good-bye!” he called after them, and they were very sorry to leave him. Indeed, the Tin Woodman began to cry, but fortunately remembered that he might rust, and so dried his tears on Dorothy’s apron. Of",100
TheWonderfulWizardOfOz_partition_bb,TheWonderfulWizardOfOz,fantasy,4558,"asked. “I do not know,” answered Boq gravely, “for I have never been there. It is better for people to keep away from Oz, unless they have business with him. But it is a long way to the Emerald City, and it will take you many days. The country here is rich and pleasant, but you must pass through rough and dangerous places before you reach the end of your journey.” This worried Dorothy a little, but she knew that only the Great Oz could help her get to Kansas again, so she bravely resolved not to turn back. She",100
TheWonderfulWizardOfOz_partition_bc,TheWonderfulWizardOfOz,fantasy,3003,"West. And that country, where the Winkies live, is ruled by the Wicked Witch of the West, who would make you her slave if you passed her way.” “The North is my home,” said the old lady, “and at its edge is the same great desert that surrounds this Land of Oz. I’m afraid, my dear, you will have to live with us.” Dorothy began to sob at this, for she felt lonely among all these strange people. Her tears seemed to grieve the kind-hearted Munchkins, for they immediately took out their handkerchiefs and began to weep also. As for",100
TheWonderfulWizardOfOz_partition_bd,TheWonderfulWizardOfOz,fantasy,14935,"to save him I promise that he shall treat you all with kindness.” “Very well,” said the Queen, “we trust you. But what shall we do?” “Are there many of these mice which call you Queen and are willing to obey you?” “Oh, yes; there are thousands,” she replied. “Then send for them all to come here as soon as possible, and let each one bring a long piece of string.” The Queen turned to the mice that attended her and told them to go at once and get all her people. As soon as they heard her orders they",100
TheWonderfulWizardOfOz_partition_be,TheWonderfulWizardOfOz,fantasy,18965,"her sharply and steadily. Then the mouth moved, and Dorothy heard a voice say: “I am Oz, the Great and Terrible. Who are you, and why do you seek me?” It was not such an awful voice as she had expected to come from the big Head; so she took courage and answered: “I am Dorothy, the Small and Meek. I have come to you for help.” The eyes looked at her thoughtfully for a full minute. Then said the voice: “Where did you get the silver shoes?” “I got them from the Wicked Witch of the East, when my",100
TheWonderfulWizardOfOz_partition_bf,TheWonderfulWizardOfOz,fantasy,5229,"he continued confidentially, “I don’t mind my legs and arms and body being stuffed, because I cannot get hurt. If anyone treads on my toes or sticks a pin into me, it doesn’t matter, for I can’t feel it. But I do not want people to call me a fool, and if my head stays stuffed with straw instead of with brains, as yours is, how am I ever to know anything?” “I understand how you feel,” said the little girl, who was truly sorry for him. “If you will come with me I’ll ask Oz to do all he",100
TheWonderfulWizardOfOz_partition_bg,TheWonderfulWizardOfOz,fantasy,15256,"became quite friendly with the little girl. The Scarecrow and the Woodman now began to fasten the mice to the truck, using the strings they had brought. One end of a string was tied around the neck of each mouse and the other end to the truck. Of course the truck was a thousand times bigger than any of the mice who were to draw it; but when all the mice had been harnessed, they were able to pull it quite easily. Even the Scarecrow and the Tin Woodman could sit on it, and were drawn swiftly by their queer",100
TheWonderfulWizardOfOz_partition_bh,TheWonderfulWizardOfOz,fantasy,6619,"roadside now, and the land was rough and untilled. Toward evening they came to a great forest, where the trees grew so big and close together that their branches met over the road of yellow brick. It was almost dark under the trees, for the branches shut out the daylight; but the travelers did not stop, and went on into the forest. “If this road goes in, it must come out,” said the Scarecrow, “and as the Emerald City is at the other end of the road, we must go wherever it leads us.” “Anyone would know that,” said Dorothy.",100
TheWonderfulWizardOfOz_partition_bi,TheWonderfulWizardOfOz,fantasy,24911,"together and tell them that they were no longer slaves. There was great rejoicing among the yellow Winkies, for they had been made to work hard during many years for the Wicked Witch, who had always treated them with great cruelty. They kept this day as a holiday, then and ever after, and spent the time in feasting and dancing. “If our friends, the Scarecrow and the Tin Woodman, were only with us,” said the Lion, “I should be quite happy.” “Don’t you suppose we could rescue them?” asked the girl anxiously. “We can try,” answered the Lion. So they",100
TheWonderfulWizardOfOz_partition_bj,TheWonderfulWizardOfOz,fantasy,18217,"in the middle of the room, that shot a spray of green perfume into the air, to fall back into a beautifully carved green marble basin. Beautiful green flowers stood in the windows, and there was a shelf with a row of little green books. When Dorothy had time to open these books she found them full of queer green pictures that made her laugh, they were so funny. In a wardrobe were many green dresses, made of silk and satin and velvet; and all of them fitted Dorothy exactly. “Make yourself perfectly at home,” said the green girl, “and",100
TheWonderfulWizardOfOz_partition_bk,TheWonderfulWizardOfOz,fantasy,29714,"a strange and beautiful country. “It came down gradually, and I was not hurt a bit. But I found myself in the midst of a strange people, who, seeing me come from the clouds, thought I was a great Wizard. Of course I let them think so, because they were afraid of me, and promised to do anything I wished them to. “Just to amuse myself, and keep the good people busy, I ordered them to build this City, and my Palace; and they did it all willingly and well. Then I thought, as the country was so green and",100
